,datetime,year,month,day,holiday,temp,tempmax,tempmin,humidity,precip,snowdepth,solarenergy,weather,dew,precipcover,windspeed,solarradiation,pothole
1578,2015-04-28,2015,4,28,0,9.1,14.2,3.4,59.2,0.0,0.0,27.5,2,1.2,0.0,20.0,319.9,135.0
1579,2015-04-29,2015,4,29,0,10.7,16.4,5.3,56.4,0.0,0.0,26.1,2,1.9,0.0,22.5,302.9,188.0
1580,2015-04-30,2015,4,30,0,8.0,10.1,5.6,63.1,0.0,0.0,25.7,2,1.4,0.0,31.5,299.3,218.0
1581,2015-05-01,2015,5,1,0,12.0,18.1,4.0,59.2,0.0,0.0,28.1,2,3.6,0.0,15.0,324.9,152.0
1582,2015-05-02,2015,5,2,1,18.8,25.2,11.6,38.7,0.0,0.0,27.8,2,3.2,0.0,21.6,321.0,19.0
1583,2015-05-03,2015,5,3,1,20.3,26.4,15.2,47.8,5.46,0.0,24.8,5,8.1,16.67,32.0,283.7,36.0
1584,2015-05-04,2015,5,4,0,18.5,22.6,13.4,63.9,0.62,0.0,15.7,5,11.4,4.17,22.2,180.8,194.0
1585,2015-05-05,2015,5,5,0,11.9,14.7,10.2,83.7,21.69,0.0,10.2,5,8.9,37.5,21.7,120.6,193.0
1586,2015-05-06,2015,5,6,0,15.5,25.2,9.7,80.7,0.0,0.0,23.1,2,11.9,0.0,17.0,266.2,188.0
1587,2015-05-07,2015,5,7,0,22.3,29.4,13.2,55.4,0.29,0.0,26.7,5,11.7,4.17,35.0,307.1,176.0
1588,2015-05-08,2015,5,8,0,21.9,28.0,19.1,75.4,10.03,0.0,9.2,5,17.2,33.33,34.6,105.9,191.0
1589,2015-05-09,2015,5,9,1,13.7,18.7,9.1,85.9,7.32,0.0,19.6,5,11.4,33.33,23.1,227.9,46.0
1590,2015-05-10,2015,5,10,1,10.0,13.4,8.2,89.9,5.35,0.0,13.2,5,8.3,45.83,17.5,152.7,44.0
1591,2015-05-11,2015,5,11,0,15.6,20.8,9.4,79.3,4.73,0.0,12.9,5,11.8,33.33,35.1,150.3,140.0
1592,2015-05-12,2015,5,12,0,11.4,13.5,9.6,57.9,0.0,0.0,22.7,3,3.3,0.0,38.1,264.5,210.0
1593,2015-05-13,2015,5,13,0,8.7,11.3,6.3,61.3,0.0,0.0,29.5,2,1.6,0.0,23.4,341.8,183.0
1594,2015-05-14,2015,5,14,0,13.6,19.1,7.1,61.8,1.68,0.0,14.2,5,6.1,20.83,23.1,164.6,190.0
1595,2015-05-15,2015,5,15,0,20.1,25.5,15.0,73.5,2.96,0.0,25.1,5,15.0,16.67,23.6,290.1,114.0
1596,2015-05-16,2015,5,16,1,22.2,26.7,18.6,78.0,0.18,0.0,12.1,5,18.1,8.33,20.5,141.3,82.0
1597,2015-05-17,2015,5,17,1,23.8,28.3,20.2,73.4,0.0,0.0,17.2,2,18.5,0.0,35.1,200.9,31.0
1598,2015-05-18,2015,5,18,0,21.2,26.0,11.2,60.8,0.0,0.0,19.5,2,12.8,0.0,35.1,228.5,110.0
1599,2015-05-19,2015,5,19,0,9.3,11.3,6.0,61.3,0.0,0.0,25.8,3,2.2,0.0,24.8,297.9,142.0
1600,2015-05-20,2015,5,20,0,7.4,9.5,5.8,60.5,0.82,0.0,14.1,5,-0.1,12.5,22.4,163.4,141.0
1601,2015-05-21,2015,5,21,0,13.8,20.4,8.0,52.3,0.0,0.0,29.2,2,3.2,0.0,25.2,335.9,165.0
1602,2015-05-22,2015,5,22,0,14.5,19.2,9.3,45.0,0.0,0.0,30.2,2,1.9,0.0,22.7,350.2,100.0
1603,2015-05-23,2015,5,23,1,19.4,27.5,11.3,38.1,0.0,0.0,27.4,2,4.0,0.0,19.5,317.9,44.0
1604,2015-05-24,2015,5,24,1,19.5,22.8,17.2,65.2,10.27,0.0,12.6,5,12.4,33.33,17.2,147.1,25.0
1605,2015-05-25,2015,5,25,1,23.5,26.5,20.0,67.1,1.68,0.0,26.3,5,16.9,16.67,31.0,304.0,26.0
1606,2015-05-26,2015,5,26,0,21.9,24.4,20.3,77.7,10.41,0.0,18.6,5,17.8,29.17,34.1,215.6,138.0
1607,2015-05-27,2015,5,27,0,21.0,23.4,17.7,68.7,2.34,0.0,26.2,5,14.8,20.83,31.8,302.2,121.0
1608,2015-05-28,2015,5,28,0,21.9,28.0,15.0,59.4,0.0,0.0,30.2,2,12.9,0.0,22.4,349.3,118.0
1609,2015-05-29,2015,5,29,0,24.2,27.5,19.8,67.2,5.03,0.0,17.8,5,17.6,33.33,27.1,205.0,98.0
1610,2015-05-30,2015,5,30,1,15.4,23.1,8.0,86.2,16.71,0.0,8.6,5,13.1,70.83,35.7,97.2,31.0
1611,2015-05-31,2015,5,31,1,9.5,13.0,6.5,74.1,0.96,0.0,21.1,5,4.9,25.0,34.0,244.7,19.0
1612,2015-06-01,2015,6,1,0,11.7,15.6,8.7,64.2,0.0,0.0,29.7,2,4.8,0.0,23.6,344.0,140.0
1613,2015-06-02,2015,6,2,0,14.7,20.8,7.1,59.9,0.0,0.0,31.5,2,6.5,0.0,18.9,364.4,148.0
1614,2015-06-03,2015,6,3,0,18.6,25.5,12.4,61.1,0.0,0.0,31.1,2,10.6,0.0,18.0,357.7,113.0
1615,2015-06-04,2015,6,4,0,22.2,27.5,16.0,64.7,0.0,0.0,22.5,2,15.1,0.0,19.4,259.7,97.0
1616,2015-06-05,2015,6,5,0,16.9,22.6,13.9,77.7,0.0,0.0,24.7,2,12.9,0.0,33.7,287.4,90.0
1617,2015-06-06,2015,6,6,1,16.7,21.6,12.3,66.9,0.0,0.0,30.4,2,10.2,0.0,21.1,350.9,16.0
1618,2015-06-07,2015,6,7,1,20.9,27.3,14.7,79.3,10.64,0.0,10.7,5,17.1,25.0,27.9,125.1,26.0
1619,2015-06-08,2015,6,8,0,22.8,28.6,18.1,70.5,3.24,0.0,26.2,5,16.8,20.83,29.8,303.1,110.0
1620,2015-06-09,2015,6,9,0,23.3,30.1,16.4,59.6,0.0,0.0,27.2,2,14.2,0.0,20.5,314.4,128.0
1621,2015-06-10,2015,6,10,0,26.6,33.4,22.4,59.3,1.51,0.0,18.4,5,17.8,8.33,29.5,213.3,94.0
1622,2015-06-11,2015,6,11,0,20.4,23.5,17.7,70.3,3.38,0.0,12.5,5,14.7,20.83,20.4,144.4,105.0
1623,2015-06-12,2015,6,12,0,17.2,21.5,14.1,91.9,6.53,0.0,11.9,5,15.8,54.17,20.1,141.2,101.0
1624,2015-06-13,2015,6,13,1,21.6,30.2,14.1,80.7,5.75,0.0,14.9,5,17.8,12.5,21.1,171.7,36.0
1625,2015-06-14,2015,6,14,1,24.6,28.5,21.3,81.4,32.47,0.0,15.4,5,20.9,41.67,24.7,180.9,40.0
1626,2015-06-15,2015,6,15,0,23.7,27.5,21.8,88.7,47.62,0.0,9.7,5,21.7,62.5,30.7,111.8,87.0
1627,2015-06-16,2015,6,16,0,19.7,22.4,14.8,65.1,0.85,0.0,28.0,5,12.5,8.33,23.8,324.4,117.0
1628,2015-06-17,2015,6,17,0,17.9,22.0,14.4,73.3,6.79,0.0,12.1,5,13.0,29.17,10.9,140.9,142.0
1629,2015-06-18,2015,6,18,0,22.6,27.4,16.4,77.6,10.33,0.0,19.3,5,18.2,8.33,23.0,223.4,130.0
1630,2015-06-19,2015,6,19,0,16.2,19.3,13.3,69.9,0.0,0.0,27.0,2,10.7,0.0,22.2,312.5,114.0
1631,2015-06-20,2015,6,20,1,20.1,26.7,13.5,73.6,5.73,0.0,29.4,5,15.1,20.83,28.8,342.2,25.0
1632,2015-06-21,2015,6,21,1,24.9,30.0,20.6,70.7,0.4,0.0,26.9,5,18.7,4.17,21.2,310.8,32.0
1633,2015-06-22,2015,6,22,0,25.5,28.8,21.6,81.1,1.6,0.0,11.3,5,21.9,8.33,34.4,131.0,162.0
1634,2015-06-23,2015,6,23,0,23.8,26.8,20.4,57.1,0.0,0.0,31.5,2,14.3,0.0,29.7,363.7,132.0
1635,2015-06-24,2015,6,24,0,22.0,25.8,18.0,63.3,0.0,0.0,19.2,2,14.6,0.0,18.4,224.1,132.0
1636,2015-06-25,2015,6,25,0,21.7,26.3,18.3,82.1,18.89,0.0,12.0,5,18.4,45.83,18.6,137.0,129.0
1637,2015-06-26,2015,6,26,0,17.8,20.0,16.1,85.5,12.56,0.0,10.5,5,15.3,33.33,20.0,122.0,92.0
1638,2015-06-27,2015,6,27,1,19.4,24.5,14.5,61.4,0.0,0.0,22.0,2,10.9,0.0,24.5,253.2,35.0
1639,2015-06-28,2015,6,28,1,20.8,26.4,14.1,59.4,0.17,0.0,25.2,5,11.9,8.33,20.8,291.5,28.0
1640,2015-06-29,2015,6,29,0,20.8,23.1,18.8,81.2,4.89,0.0,20.9,5,17.3,37.5,13.9,242.4,174.0
1641,2015-06-30,2015,6,30,0,20.3,25.5,16.0,76.5,1.31,0.0,23.1,5,15.8,8.33,24.0,267.1,128.0
1642,2015-07-01,2015,7,1,0,16.1,19.5,13.9,73.5,0.0,0.0,25.1,2,11.3,0.0,19.1,292.5,94.0
1643,2015-07-02,2015,7,2,0,16.8,20.6,12.8,73.2,0.0,0.0,28.4,2,11.8,0.0,22.2,327.8,103.0
1644,2015-07-03,2015,7,3,1,19.9,24.3,15.4,62.1,0.0,0.0,20.0,2,12.0,0.0,15.6,229.3,35.0
1645,2015-07-04,2015,7,4,1,22.3,28.0,16.6,59.3,0.0,0.0,26.2,2,13.5,0.0,13.5,307.0,18.0
1646,2015-07-05,2015,7,5,1,24.3,28.9,18.0,59.3,0.0,0.0,25.8,1,15.5,0.0,15.5,298.2,20.0
1647,2015-07-06,2015,7,6,0,24.8,30.2,20.5,71.9,8.15,0.0,25.8,5,19.2,20.83,27.7,300.1,103.0
1648,2015-07-07,2015,7,7,0,18.5,22.8,14.8,67.7,12.63,0.0,16.0,5,12.0,33.33,34.6,187.1,111.0
1649,2015-07-08,2015,7,8,0,16.6,19.5,14.0,71.9,0.81,0.0,10.6,5,11.4,20.83,16.3,123.3,152.0
1650,2015-07-09,2015,7,9,0,19.0,23.3,15.8,72.6,0.69,0.0,24.3,5,13.6,12.5,18.5,280.5,91.0
1651,2015-07-10,2015,7,10,0,22.0,27.2,16.7,61.5,0.0,0.0,19.0,2,13.5,0.0,15.2,218.9,82.0
1652,2015-07-11,2015,7,11,1,22.5,26.5,18.0,64.1,0.45,0.0,10.9,5,15.2,8.33,16.0,128.8,31.0
1653,2015-07-12,2015,7,12,1,23.9,28.0,20.5,74.2,1.35,0.0,26.0,5,18.8,8.33,16.7,300.9,21.0
1654,2015-07-13,2015,7,13,0,25.5,30.5,20.9,72.8,13.7,0.0,22.2,5,20.1,29.17,27.6,256.2,101.0
1655,2015-07-14,2015,7,14,0,23.6,27.5,17.9,68.3,0.0,0.0,27.5,2,17.3,0.0,28.8,316.7,154.0
1656,2015-07-15,2015,7,15,0,19.6,23.8,16.3,57.6,0.0,0.0,29.2,2,10.7,0.0,23.1,338.4,101.0
1657,2015-07-16,2015,7,16,0,20.5,25.2,16.7,74.4,15.12,0.0,18.3,5,15.7,37.5,24.5,213.9,182.0
1658,2015-07-17,2015,7,17,0,27.6,33.2,22.8,72.1,2.8,0.0,23.4,5,21.8,16.67,17.3,273.5,127.0
1659,2015-07-18,2015,7,18,1,26.9,31.9,24.1,73.5,6.55,0.0,12.2,5,21.7,12.5,26.7,140.3,20.0
1660,2015-07-19,2015,7,19,1,27.1,30.5,23.4,64.8,0.0,0.0,26.2,2,19.5,0.0,24.9,303.4,18.0
1661,2015-07-20,2015,7,20,0,24.9,30.4,19.3,63.5,0.0,0.0,22.5,2,17.2,0.0,21.7,260.5,113.0
1662,2015-07-21,2015,7,21,0,24.2,27.2,20.6,51.0,0.0,0.0,29.9,2,13.0,0.0,17.7,345.8,148.0
1663,2015-07-22,2015,7,22,0,24.0,28.0,19.3,50.1,0.0,0.0,19.3,2,12.5,0.0,16.3,222.9,149.0
1664,2015-07-23,2015,7,23,0,24.9,29.1,19.5,51.9,0.0,0.0,29.1,2,13.9,0.0,15.3,338.1,88.0
1665,2015-07-24,2015,7,24,0,25.7,29.5,20.6,55.6,0.1,0.0,26.1,5,15.8,4.17,26.9,302.3,128.0
1666,2015-07-25,2015,7,25,1,26.6,32.6,23.0,66.9,0.02,0.0,20.9,5,19.8,4.17,23.9,240.8,19.0
1667,2015-07-26,2015,7,26,1,24.6,27.0,20.6,66.1,0.0,0.0,21.4,2,17.8,0.0,14.5,247.9,20.0
1668,2015-07-27,2015,7,27,0,26.4,31.3,21.4,62.1,0.0,0.0,25.2,2,18.0,0.0,23.4,292.6,109.0
1669,2015-07-28,2015,7,28,0,28.0,33.0,22.3,62.1,0.0,0.0,22.6,2,19.8,0.0,20.0,262.8,98.0
1670,2015-07-29,2015,7,29,0,27.6,31.7,24.3,56.5,1.18,0.0,17.8,5,17.0,4.17,27.4,206.3,101.0
1671,2015-07-30,2015,7,30,0,26.4,31.5,20.0,45.4,0.0,0.0,29.1,1,12.9,0.0,26.3,336.8,75.0
1672,2015-07-31,2015,7,31,0,26.2,31.1,21.0,44.6,0.0,0.0,28.7,2,12.3,0.0,33.6,333.2,55.0
1673,2015-08-01,2015,8,1,1,25.4,30.8,18.8,47.5,0.0,0.0,28.0,2,13.1,0.0,24.3,324.0,16.0
1674,2015-08-02,2015,8,2,1,28.1,33.7,22.6,59.3,2.71,0.0,20.0,5,18.9,8.33,37.8,231.3,22.0
1675,2015-08-03,2015,8,3,0,24.1,28.1,20.3,55.9,20.08,0.0,28.5,5,13.4,4.17,24.7,330.1,96.0
1676,2015-08-04,2015,8,4,0,23.4,28.3,17.6,52.0,0.0,0.0,28.3,2,12.3,0.0,24.6,327.9,68.0
1677,2015-08-05,2015,8,5,0,23.6,27.9,18.1,56.4,0.0,0.0,26.3,2,13.7,0.0,19.9,304.0,88.0
1678,2015-08-06,2015,8,6,0,23.9,28.2,20.5,62.5,0.0,0.0,25.8,2,15.8,0.0,20.3,297.8,60.0
1679,2015-08-07,2015,8,7,0,24.6,28.6,19.7,54.3,0.0,0.0,26.9,2,14.3,0.0,21.1,310.8,54.0
1680,2015-08-08,2015,8,8,1,24.5,28.0,21.5,65.6,0.0,0.0,17.3,2,17.5,0.0,16.5,200.1,22.0
1681,2015-08-09,2015,8,9,1,23.5,27.2,20.8,75.6,0.0,0.0,12.4,3,18.8,0.0,13.8,142.3,21.0
1682,2015-08-10,2015,8,10,0,24.8,28.7,22.3,73.6,4.65,0.0,22.6,5,19.6,16.67,20.6,264.7,87.0
1683,2015-08-11,2015,8,11,0,23.2,27.0,19.8,63.8,0.0,0.0,26.1,2,15.6,0.0,24.9,302.9,70.0
1684,2015-08-12,2015,8,12,0,22.1,25.6,17.7,63.3,0.0,0.0,26.7,2,14.7,0.0,14.9,308.5,87.0
1685,2015-08-13,2015,8,13,0,24.5,29.2,19.1,60.1,0.04,0.0,16.8,5,15.9,4.17,25.8,194.2,72.0
1686,2015-08-14,2015,8,14,0,26.3,32.1,21.8,65.5,4.31,0.0,13.6,5,19.2,12.5,19.7,156.0,66.0
1687,2015-08-15,2015,8,15,1,25.1,31.3,21.0,73.5,4.21,0.0,25.2,5,19.9,29.17,17.0,292.8,23.0
1688,2015-08-16,2015,8,16,1,27.2,31.9,22.4,66.1,0.0,0.0,25.6,2,19.8,0.0,24.5,294.4,9.0
1689,2015-08-17,2015,8,17,0,26.2,31.6,21.9,67.8,7.63,0.0,22.4,5,19.5,16.67,23.6,259.6,129.0
1690,2015-08-18,2015,8,18,0,23.8,28.6,20.8,76.8,19.86,0.0,19.8,5,19.3,41.67,22.3,229.1,88.0
1691,2015-08-19,2015,8,19,0,22.2,25.1,18.4,67.5,0.22,0.0,22.9,5,15.6,4.17,30.1,263.5,83.0
1692,2015-08-20,2015,8,20,0,19.4,23.6,15.9,59.4,0.0,0.0,26.7,2,10.7,0.0,32.4,306.8,76.0
1693,2015-08-21,2015,8,21,0,22.2,28.2,14.8,56.6,0.0,0.0,24.2,2,12.6,0.0,22.7,282.1,63.0
1694,2015-08-22,2015,8,22,1,23.4,27.5,18.1,53.7,0.0,0.0,24.0,2,13.0,0.0,29.9,277.9,12.0
1695,2015-08-23,2015,8,23,1,22.5,25.3,19.7,61.3,0.77,0.0,19.6,5,14.4,12.5,29.9,225.9,10.0
1696,2015-08-24,2015,8,24,0,18.8,23.5,13.6,53.2,0.0,0.0,26.0,2,8.6,0.0,34.7,301.8,81.0
1697,2015-08-25,2015,8,25,0,18.2,22.3,16.2,57.7,0.0,0.0,22.4,3,9.6,0.0,18.1,262.6,83.0
1698,2015-08-26,2015,8,26,0,17.4,19.1,15.2,66.7,0.0,0.0,17.2,3,11.1,0.0,13.5,198.1,67.0
1699,2015-08-27,2015,8,27,0,18.3,23.6,13.2,66.9,0.0,0.0,22.9,2,11.7,0.0,18.8,265.8,77.0
1700,2015-08-28,2015,8,28,0,20.3,23.3,15.9,70.0,0.0,0.0,10.6,2,14.5,0.0,13.7,122.0,97.0
1701,2015-08-29,2015,8,29,1,20.6,23.1,18.3,81.6,12.81,0.0,10.8,5,17.3,62.5,14.8,126.6,19.0
1702,2015-08-30,2015,8,30,1,21.1,24.8,18.9,80.4,0.0,0.0,22.0,2,17.5,0.0,12.5,255.9,18.0
1703,2015-08-31,2015,8,31,0,23.8,29.6,18.0,74.6,0.0,0.0,20.7,2,18.6,0.0,11.9,238.5,72.0
1704,2015-09-01,2015,9,1,0,27.0,31.5,22.4,72.0,0.0,0.0,20.3,2,21.3,0.0,22.9,236.8,46.0
1705,2015-09-02,2015,9,2,0,27.7,32.6,23.0,65.2,0.0,0.0,18.1,2,20.2,0.0,20.5,208.5,76.0
1706,2015-09-03,2015,9,3,0,27.5,33.2,23.2,64.2,0.0,0.0,14.4,2,19.8,0.0,23.1,165.1,72.0
1707,2015-09-04,2015,9,4,0,24.2,28.9,21.6,74.3,0.0,0.0,12.7,2,19.2,0.0,22.0,146.7,99.0
1708,2015-09-05,2015,9,5,1,25.2,29.6,22.3,71.7,0.35,0.0,10.9,5,19.5,4.17,18.5,125.9,12.0
1709,2015-09-06,2015,9,6,1,28.4,34.0,23.0,57.1,0.0,0.0,21.6,2,18.6,0.0,21.3,252.1,11.0
1710,2015-09-07,2015,9,7,1,28.2,31.1,24.8,59.9,0.0,0.0,15.8,2,19.6,0.0,19.8,182.5,16.0
1711,2015-09-08,2015,9,8,0,25.0,28.9,21.6,78.3,23.99,0.0,14.9,5,20.8,45.83,24.0,172.6,53.0
1712,2015-09-09,2015,9,9,0,21.5,24.7,18.0,67.9,0.41,0.0,13.1,5,14.8,4.17,20.8,150.4,110.0
1713,2015-09-10,2015,9,10,0,18.2,23.7,15.1,77.0,5.23,0.0,14.0,5,13.9,20.83,18.3,163.4,68.0
1714,2015-09-11,2015,9,11,0,16.8,19.2,14.3,75.8,5.67,0.0,10.6,5,12.3,29.17,30.8,122.3,59.0
1715,2015-09-12,2015,9,12,1,14.5,18.1,11.9,64.1,2.68,0.0,15.9,5,7.4,16.67,27.2,184.2,16.0
1716,2015-09-13,2015,9,13,1,15.9,21.0,10.1,57.4,0.0,0.0,22.5,2,6.9,0.0,20.1,260.5,9.0
1717,2015-09-14,2015,9,14,0,20.4,28.2,12.7,52.6,0.0,0.0,21.7,2,9.9,0.0,30.1,251.7,84.0
1718,2015-09-15,2015,9,15,0,22.9,28.5,18.3,49.1,0.0,0.0,21.5,2,11.1,0.0,26.7,247.8,72.0
1719,2015-09-16,2015,9,16,0,22.7,28.6,16.2,50.4,0.0,0.0,21.2,1,11.5,0.0,28.9,244.1,81.0
1720,2015-09-17,2015,9,17,0,23.5,29.7,18.1,62.2,8.01,0.0,17.3,5,15.7,29.17,27.0,201.2,67.0
1721,2015-09-18,2015,9,18,0,22.3,24.9,19.9,84.9,46.35,0.0,11.0,5,19.6,54.17,25.4,126.5,53.0
1722,2015-09-19,2015,9,19,1,18.2,21.4,14.7,69.1,21.5,0.0,21.1,5,11.9,20.83,26.3,244.1,21.0
1723,2015-09-20,2015,9,20,1,16.6,21.7,11.6,65.6,0.0,0.0,20.0,2,9.6,0.0,13.6,233.7,13.0
1724,2015-09-21,2015,9,21,0,17.5,22.6,12.8,62.8,0.0,0.0,21.0,1,9.7,0.0,18.4,243.3,79.0
1725,2015-09-22,2015,9,22,0,19.8,26.5,13.5,58.4,0.0,0.0,20.3,2,10.5,0.0,11.7,234.1,72.0
1726,2015-09-23,2015,9,23,0,20.8,26.1,15.8,56.3,0.0,0.0,20.5,2,11.1,0.0,19.1,235.7,75.0
1727,2015-09-24,2015,9,24,0,20.1,24.8,16.1,66.8,0.0,0.0,17.3,2,13.6,0.0,17.5,199.2,65.0
1728,2015-09-25,2015,9,25,0,19.9,23.1,17.1,74.3,0.0,0.0,18.7,2,15.1,0.0,23.8,216.6,95.0
1729,2015-09-26,2015,9,26,1,20.4,23.6,15.8,67.6,0.0,0.0,15.9,2,14.0,0.0,21.5,185.8,20.0
1730,2015-09-27,2015,9,27,1,20.6,23.6,18.7,73.3,0.0,0.0,14.6,2,15.6,0.0,15.1,169.5,17.0
1731,2015-09-28,2015,9,28,0,22.5,26.0,19.4,74.0,0.0,0.0,17.4,3,17.5,0.0,13.3,199.8,69.0
1732,2015-09-29,2015,9,29,0,17.4,22.3,14.3,77.2,2.49,0.0,9.0,5,13.4,16.67,30.7,104.9,71.0
1733,2015-09-30,2015,9,30,0,14.6,16.3,13.3,57.9,0.0,0.0,19.7,2,6.3,0.0,35.8,228.0,60.0
1734,2015-10-01,2015,10,1,0,13.6,15.0,12.1,57.2,0.0,0.0,19.4,2,5.2,0.0,42.1,224.5,84.0
1735,2015-10-02,2015,10,2,0,13.3,16.0,11.6,56.0,0.0,0.0,16.0,2,4.6,0.0,41.9,185.5,59.0
1736,2015-10-03,2015,10,3,1,10.9,12.5,9.6,65.7,0.94,0.0,8.7,5,4.5,25.0,35.0,102.7,22.0
1737,2015-10-04,2015,10,4,1,12.5,14.6,10.4,80.0,0.0,0.0,8.7,3,9.1,0.0,26.3,100.7,3.0
1738,2015-10-05,2015,10,5,0,14.5,15.9,13.6,85.7,0.0,0.0,13.5,3,12.1,0.0,16.9,156.7,54.0
1739,2015-10-06,2015,10,6,0,16.0,20.3,13.8,78.9,0.0,0.0,10.6,2,12.1,0.0,12.4,123.1,63.0
1740,2015-10-07,2015,10,7,0,16.6,21.6,14.0,76.2,0.0,0.0,15.3,2,12.2,0.0,21.0,177.0,75.0
1741,2015-10-08,2015,10,8,0,18.6,25.2,12.0,66.9,0.39,0.0,16.3,5,11.9,8.33,25.7,191.5,50.0
1742,2015-10-09,2015,10,9,0,14.8,19.4,11.3,68.7,0.0,0.0,10.1,2,9.0,0.0,25.6,118.6,75.0
1743,2015-10-10,2015,10,10,1,12.9,18.5,6.8,65.2,0.0,0.0,17.4,2,6.0,0.0,18.6,201.9,20.0
1744,2015-10-11,2015,10,11,1,18.4,26.0,11.5,53.0,0.0,0.0,16.7,2,8.1,0.0,29.4,193.3,11.0
1745,2015-10-12,2015,10,12,1,19.3,24.2,15.7,51.3,0.05,0.0,10.7,5,8.3,4.17,36.9,124.4,21.0
1746,2015-10-13,2015,10,13,0,13.0,17.2,10.8,58.6,0.0,0.0,13.3,2,5.0,0.0,25.6,154.6,38.0
1747,2015-10-14,2015,10,14,0,11.9,17.6,6.7,57.8,0.0,0.0,16.8,2,3.3,0.0,17.2,194.5,94.0
1748,2015-10-15,2015,10,15,0,13.6,20.4,9.5,45.3,0.04,0.0,12.3,5,1.2,4.17,33.0,143.3,50.0
1749,2015-10-16,2015,10,16,0,9.3,12.5,6.2,46.9,0.0,0.0,16.6,2,-1.7,0.0,24.8,192.6,42.0
1750,2015-10-17,2015,10,17,1,6.3,11.6,2.0,44.5,0.0,0.0,16.4,2,-5.4,0.0,22.1,188.2,10.0
1751,2015-10-18,2015,10,18,1,8.3,15.1,1.6,50.3,0.0,0.0,15.9,1,-2.3,0.0,11.4,183.5,14.0
1752,2015-10-19,2015,10,19,0,15.4,22.7,7.7,34.3,0.0,0.0,14.7,2,-0.5,0.0,38.2,169.9,57.0
1753,2015-10-20,2015,10,20,0,17.9,24.0,13.2,40.3,2.81,0.0,13.2,5,3.8,12.5,23.9,152.7,60.0
1754,2015-10-21,2015,10,21,0,18.7,24.1,13.7,63.0,0.91,0.0,11.6,5,11.3,16.67,30.5,136.0,35.0
1755,2015-10-22,2015,10,22,0,14.4,18.1,11.9,64.7,0.0,0.0,11.3,2,7.8,0.0,16.7,132.3,62.0
1756,2015-10-23,2015,10,23,0,14.3,17.3,11.8,65.4,2.82,0.0,6.4,5,7.7,25.0,27.4,72.5,42.0
1757,2015-10-24,2015,10,24,1,16.5,19.2,11.8,78.2,5.87,0.0,7.2,5,12.6,58.33,37.4,83.8,6.0
1758,2015-10-25,2015,10,25,1,10.9,16.6,5.8,61.2,0.0,0.0,14.6,1,3.1,0.0,18.3,169.1,7.0
1759,2015-10-26,2015,10,26,0,11.0,15.9,6.0,63.3,0.0,0.0,13.6,2,3.9,0.0,17.9,157.2,79.0
1760,2015-10-27,2015,10,27,0,12.1,13.7,11.0,67.1,7.93,0.0,4.7,5,6.0,50.0,30.3,54.4,36.0
1761,2015-10-28,2015,10,28,0,10.9,13.9,4.2,84.3,8.85,0.0,5.5,5,8.3,75.0,34.4,63.5,50.0
1762,2015-10-29,2015,10,29,0,5.9,8.6,3.0,67.7,0.04,0.0,10.7,5,0.4,4.17,35.8,124.7,77.0
1763,2015-10-30,2015,10,30,0,8.4,13.2,3.0,68.2,0.0,0.0,11.2,2,2.6,0.0,18.6,129.9,33.0
1764,2015-10-31,2015,10,31,1,9.2,11.5,7.6,82.4,15.88,0.0,2.6,5,6.3,66.67,23.6,28.7,9.0
1765,2015-11-01,2015,11,1,1,12.4,17.7,7.6,65.7,0.0,0.0,13.1,2,5.6,0.0,28.8,144.9,9.0
1766,2015-11-02,2015,11,2,0,16.0,23.0,10.3,56.4,0.0,0.0,12.9,2,6.4,0.0,26.3,149.2,59.0
1767,2015-11-03,2015,11,3,0,15.2,22.3,9.7,73.3,0.0,0.0,12.9,1,10.3,0.0,17.3,147.6,62.0
1768,2015-11-04,2015,11,4,0,16.0,22.5,10.6,81.0,0.0,0.0,12.5,2,12.5,0.0,22.1,143.3,37.0
1769,2015-11-05,2015,11,5,0,18.5,21.2,16.2,75.0,0.0,0.0,10.8,2,13.8,0.0,36.1,125.6,64.0
1770,2015-11-06,2015,11,6,0,10.7,18.7,6.7,71.3,9.14,0.0,12.4,5,5.7,12.5,37.2,144.8,71.0
1771,2015-11-07,2015,11,7,1,7.1,11.8,3.6,62.7,0.0,0.0,10.9,2,0.1,0.0,30.5,126.6,14.0
1772,2015-11-08,2015,11,8,1,6.2,11.5,0.3,55.0,0.0,0.0,12.3,1,-2.9,0.0,14.2,143.6,15.0
1773,2015-11-09,2015,11,9,0,7.4,13.2,1.3,57.3,0.0,0.0,12.3,2,-1.1,0.0,13.2,143.1,66.0
1774,2015-11-10,2015,11,10,0,8.3,13.6,3.6,58.8,0.0,0.0,11.3,2,0.1,0.0,12.1,132.4,63.0
1775,2015-11-11,2015,11,11,1,11.5,17.5,5.0,61.8,15.41,0.0,11.2,5,4.1,16.67,47.8,130.1,46.0
1776,2015-11-12,2015,11,12,0,8.2,13.1,6.3,71.4,0.2,0.0,3.4,5,3.2,8.33,49.3,42.2,59.0
1777,2015-11-13,2015,11,13,0,5.2,8.5,2.3,53.3,0.0,0.0,11.7,2,-3.8,0.0,40.5,135.8,43.0
1778,2015-11-14,2015,11,14,1,6.8,14.0,-1.8,55.1,0.0,0.0,11.2,2,-2.2,0.0,26.3,130.4,15.0
