datetime,year,month,day,holiday,temp,tempmax,tempmin,humidity,precip,snowdepth,solarenergy,weather,pothole
2017-10-11,2017,10,11,0,14.9,17,14,90,22.08,0,6.6,5,66
2017-10-12,2017,10,12,0,14.6,15.6,13.7,85.4,0,0,9.5,3,107
2017-10-13,2017,10,13,0,17.6,22.9,12.5,77.2,0,0,15.9,2,94
2017-10-14,2017,10,14,1,17.7,20,16.7,93.8,99.03,0,7.8,5,24
2017-10-15,2017,10,15,1,14.3,20,9.9,77.8,19.69,0,8.9,5,32
2017-10-16,2017,10,16,0,11.4,17.1,6.8,63.2,0,0,16.1,1,96
2017-10-17,2017,10,17,0,14.7,21.2,9.5,52.7,0,0,15.8,2,131
2017-10-18,2017,10,18,0,15.8,21.6,9.7,52,0,0,15.8,1,72
2017-10-19,2017,10,19,0,15.6,20.1,11.4,46.9,0,0,15.2,2,82
2017-10-20,2017,10,20,0,18.6,26.3,12.1,54.3,0,0,14,2,74
2017-10-21,2017,10,21,1,20.4,25.2,16.5,57.9,0,0,9.5,2,41
2017-10-22,2017,10,22,1,17,21.7,11.2,79.2,10.57,0,5.3,5,22
2017-10-23,2017,10,23,0,11.5,12.2,11,90.5,24.15,0,2.3,5,57
2017-10-24,2017,10,24,0,8.2,10.7,6.2,87.7,17.44,0,2.1,5,71
2017-10-25,2017,10,25,0,7,11.9,3.4,65.2,0,0,10.9,2,94
2017-10-26,2017,10,26,0,9.8,15.7,3.8,66.3,0,0,11.3,2,134
2017-10-27,2017,10,27,0,5.7,13.2,3.7,65.8,0,0,7.1,2,91
2017-10-28,2017,10,28,1,3.7,4.4,2.8,73.6,0.27,0,9.2,5,17
2017-10-29,2017,10,29,1,4.9,7.9,1.2,59.2,0,0,13.6,2,21
2017-10-30,2017,10,30,0,7,9.9,4.2,58.5,0,0,10,2,94
2017-10-31,2017,10,31,0,2.9,4,1.7,53.9,0,0,11.9,2,83
2017-11-01,2017,11,1,0,4.7,6.7,2.6,73.5,7.34,0,4.6,5,65
2017-11-02,2017,11,2,0,9.2,11,6.6,93.7,1.72,0,2.5,5,62
2017-11-03,2017,11,3,0,7.3,9,4.4,73.4,0,0,11.5,2,94
2017-11-04,2017,11,4,1,8.1,10.2,6.8,88.9,11.41,0,4.7,5,14
2017-11-05,2017,11,5,1,10.4,11.2,8.5,89.2,0.63,0,3.1,5,14
2017-11-06,2017,11,6,0,4.2,6.3,0.8,68.3,0,0,10.2,2,67
2017-11-07,2017,11,7,0,5.1,7.6,0.8,68.4,0,0,10.4,2,79
2017-11-08,2017,11,8,0,3.1,8.2,-1.5,65.8,0,0,12.2,1,93
2017-11-09,2017,11,9,0,2.5,7.2,-5.2,54.8,0,0,11.6,2,80
2017-11-10,2017,11,10,1,-4,-1.3,-7,60.2,0,0,7.8,2,48
2017-11-11,2017,11,11,1,0,3.7,-3.3,58.4,0,0.4,8.4,6,17
2017-11-12,2017,11,12,1,3.7,4.4,3,82.8,2.9,0.1,4.9,5,13
2017-11-13,2017,11,13,0,3,5.2,0.3,85.5,0,0,10.4,2,80
2017-11-14,2017,11,14,0,5.8,9.4,0.4,74.3,0,0,9.3,2,82
2017-11-15,2017,11,15,0,7.6,11.2,1.3,78.9,5.32,0,3.3,5,112
2017-11-16,2017,11,16,0,2.3,3.3,0.7,69.9,0,0,10.6,3,95
2017-11-17,2017,11,17,0,4.9,8.7,2.1,78.6,9.45,0,8.2,5,44
2017-11-18,2017,11,18,1,5.6,8.8,2.5,86.7,14.88,0,4,5,18
2017-11-19,2017,11,19,1,0.6,3.4,-1.1,60.8,0,0,10.8,2,28
2017-11-20,2017,11,20,0,5.8,11.9,-0.3,58.1,0,0,10.4,2,98
2017-11-21,2017,11,21,0,3.9,6.8,-1.8,57.8,0.87,0,2.7,5,111
2017-11-22,2017,11,22,0,-1.5,1.5,-5.1,57.2,0,0,10.4,2,72
2017-11-23,2017,11,23,1,3.5,8.2,0.1,54.9,0,0,9.9,2,11
2017-11-24,2017,11,24,0,8.9,16.6,1.2,59.6,0,0,9.4,2,63
2017-11-25,2017,11,25,1,7.7,12.2,3.6,60.7,0,0,10.2,2,20
2017-11-26,2017,11,26,1,4.4,9.4,-2.3,59.8,0,0,9.8,2,18
2017-11-27,2017,11,27,0,8.5,13.4,2,63.1,0,0,7.9,2,89
2017-11-28,2017,11,28,0,12.7,16.5,8.4,46.7,0,0,6,2,102
2017-11-29,2017,11,29,0,5.7,8.3,2.5,56.5,0,0,9.8,2,77
2017-11-30,2017,11,30,0,8.4,12.2,4.2,47,0,0,9.7,2,113
2017-12-01,2017,12,1,0,5.2,11.2,-0.4,58,0,0,8.2,2,71
2017-12-02,2017,12,2,1,6.5,12.3,2.1,59.1,0,0,7.9,2,23
2017-12-03,2017,12,3,1,7.4,14.4,0.2,60.7,0,0,9.1,2,22
2017-12-04,2017,12,4,0,15,18.4,11.5,58.3,1.52,0,4.2,5,71
2017-12-05,2017,12,5,0,1.3,7.6,-1.8,52.4,0.2,0,7.6,5,88
2017-12-06,2017,12,6,0,-0.4,1.7,-2.7,49.3,0,0,9.3,2,58
2017-12-07,2017,12,7,0,-4.6,-1.8,-6.8,60.7,0,0,8,2,70
2017-12-08,2017,12,8,0,-2.6,2.8,-7.7,50.6,0.03,0.2,9,6,120
2017-12-09,2017,12,9,1,-2.2,-0.1,-5.8,72,0.44,0.9,3.2,6,28
2017-12-10,2017,12,10,1,-2.3,1.3,-6.3,66,0,0.8,7.2,2,11
2017-12-11,2017,12,11,0,-0.1,3.6,-3.6,72.8,0.51,0.1,5.3,5,122
2017-12-12,2017,12,12,0,-5.8,-0.2,-7.5,59.3,0.04,0,8.1,6,155
2017-12-13,2017,12,13,0,-1.4,3,-5.6,62.2,0,0,2.7,2,73
2017-12-14,2017,12,14,0,-5,-1.9,-8.1,63.5,0,0,5.2,2,124
2017-12-15,2017,12,15,0,-1.3,3.2,-6,62.6,0,0,6.8,3,125
2017-12-16,2017,12,16,1,4.1,8.5,1.6,60.1,0,0,8.6,2,16
2017-12-17,2017,12,17,1,4,7.2,0.7,78.3,0,0,4.1,2,26
2017-12-18,2017,12,18,0,6.3,7.3,5.1,84.1,0.46,0,3.7,5,147
2017-12-19,2017,12,19,0,6.3,10.4,3,61.3,0,0,4.3,2,139
2017-12-20,2017,12,20,0,0.6,2.4,-1.3,59.5,0,0,7.7,2,145
2017-12-21,2017,12,21,0,2.8,4.4,1,63.2,0,0,3.4,2,140
2017-12-22,2017,12,22,0,3.2,4.2,1.5,77.9,0,0,5.2,3,89
2017-12-23,2017,12,23,1,-1.9,1.3,-5.9,64,0,0,8.7,2,17
2017-12-24,2017,12,24,1,-6,-4.9,-7.3,75.1,2.49,1,1.3,6,12
2017-12-25,2017,12,25,1,-10,-5.8,-14.8,63.7,0.07,4.8,5.7,6,9
2017-12-26,2017,12,26,0,-16.7,-14.6,-18.7,59.1,0,5,8.2,2,83
2017-12-27,2017,12,27,0,-16.6,-13.5,-19.1,61.5,0,4.8,9.1,1,28
2017-12-28,2017,12,28,0,-12.7,-10,-17,69.4,0.21,4.3,4.5,6,60
2017-12-29,2017,12,29,0,-10.4,-9.3,-12,78.4,0.91,5.6,2.4,6,65
2017-12-30,2017,12,30,1,-14.3,-9.3,-17.9,62.9,0,7.5,7.4,6,14
2017-12-31,2017,12,31,1,-14.5,-10.2,-17.4,60.5,0,6.6,5,2,7
2018-01-01,2018,1,1,1,-19.3,-16.3,-22,61.3,0,5.8,8,1,3
2018-01-02,2018,1,2,0,-18.2,-13.9,-22.5,66.2,0,5.1,8.2,2,88
2018-01-03,2018,1,3,0,-10.1,-8,-13.6,65.6,0,5,4.3,3,83
2018-01-04,2018,1,4,0,-14.3,-10.8,-17,61.2,0,5,13,1,82
2018-01-05,2018,1,5,0,-15,-11.6,-17.9,60.9,0,5,8.9,1,144
2018-01-06,2018,1,6,1,-13.8,-9.2,-18.1,57.5,0,5,8.3,2,8
2018-01-07,2018,1,7,1,-5.2,0.7,-13.2,67.3,0.7,5,2,5,14
2018-01-08,2018,1,8,0,1.1,2.5,-0.6,84.8,0,4.6,10.3,2,197
2018-01-09,2018,1,9,0,-0.9,1.4,-2.4,90.6,0,3.1,9.8,2,245
2018-01-10,2018,1,10,0,6.3,13.4,-0.9,93.9,0.27,1.1,2.1,5,210
2018-01-11,2018,1,11,0,10.4,15.2,-4.3,89.6,5.24,0,3.1,5,153
2018-01-12,2018,1,12,0,-6,-4.5,-8.7,69.6,0,0,3.2,3,148
2018-01-13,2018,1,13,1,-11.1,-8.5,-13.7,52.5,0,0,10.2,2,14
2018-01-14,2018,1,14,1,-9.9,-5.8,-14.1,63.9,0.63,0,10,6,18
2018-01-15,2018,1,15,1,-8.1,-4.5,-12.3,81.8,1.47,3.6,4.6,6,24
2018-01-16,2018,1,16,0,-8.7,-3.9,-13.5,74,0.07,7.5,5.3,6,104
2018-01-17,2018,1,17,0,-9.8,-6.6,-14.5,72.4,0,6.7,7.2,6,201
2018-01-18,2018,1,18,0,-3.9,0.5,-8.2,65,0,6.3,9,1,257
2018-01-19,2018,1,19,0,1.4,4.2,-1.9,63.3,0,4.6,8.2,2,207
2018-01-20,2018,1,20,1,4.5,8,0.8,71.6,0,0.7,8.5,2,27
2018-01-21,2018,1,21,1,5.5,7.7,3.6,94,0.2,0,2.1,5,29
2018-01-22,2018,1,22,0,9.1,12.5,4,90.3,17.4,0,2.3,5,131
2018-01-23,2018,1,23,0,0.1,3.3,-1.8,80.6,1.64,0.5,1,6,392
2018-01-24,2018,1,24,0,-1.7,-1.3,-2.1,74.8,0.06,0.2,2.8,6,336
2018-01-25,2018,1,25,0,1.3,6.5,-3.6,75.5,0,0,9.1,2,257
2018-01-26,2018,1,26,0,7.4,10.9,2.7,60,0,0,9.2,2,157
2018-01-27,2018,1,27,1,7.6,10.4,3,55.3,0,0,9.5,2,35
2018-01-28,2018,1,28,1,1.3,4.5,-0.9,74.9,0,0,6.1,2,36
2018-01-29,2018,1,29,0,-3.7,-0.4,-7.4,68.4,0.07,0,3.3,6,183
2018-01-30,2018,1,30,0,-4.4,-0.6,-9,61.4,0,0,10.2,2,256
2018-01-31,2018,1,31,0,2.9,6,-0.6,58.3,0,0,5.8,2,245
2018-02-01,2018,2,1,0,-5.2,2,-12,51.3,0,0,10.2,2,383
2018-02-02,2018,2,2,0,-10.4,-5.8,-15,45.9,0,0,11.1,2,84
2018-02-03,2018,2,3,1,-0.9,4.8,-5.6,52.2,0.23,0.6,3.7,6,24
2018-02-04,2018,2,4,1,-6.2,1.3,-13.7,75.7,0.78,3.1,3.1,6,11
2018-02-05,2018,2,5,0,-14,-11.1,-18.5,70.1,3.86,6.4,7.4,6,98
2018-02-06,2018,2,6,0,-9.4,-6.4,-14.3,71.7,0,10.5,10.1,6,190
2018-02-07,2018,2,7,0,-8.4,-6.6,-10.6,74.5,1.57,12.9,4.9,6,116
2018-02-08,2018,2,8,0,-9.2,-6.2,-12.9,74.1,2.23,14,8.4,6,149
2018-02-09,2018,2,9,0,-3.8,-1.8,-6.2,85.8,9.63,22.9,1,6,62
2018-02-10,2018,2,10,1,-6.6,-4.8,-8.7,75.7,0.19,28.4,2.9,6,83
2018-02-11,2018,2,11,1,-6.6,-5.1,-10.3,78.4,4.64,34.1,1,6,24
2018-02-12,2018,2,12,0,-8.4,-2.7,-13.7,61.4,0,32.3,12.4,2,92
2018-02-13,2018,2,13,0,-3.8,1.8,-9.2,65.1,0,28.6,7.3,2,224
2018-02-14,2018,2,14,0,2.2,7,-2.7,84.8,0,22.3,11,2,330
2018-02-15,2018,2,15,0,5.7,8.2,3.7,91.4,0,11.6,4,6,241
2018-02-16,2018,2,16,0,0,4.1,-5.8,61.6,0,5.4,8.8,2,288
2018-02-17,2018,2,17,1,-3,1.8,-8.3,75.4,1.74,5.1,5.2,6,44
2018-02-18,2018,2,18,1,-0.9,4.2,-7.6,79.9,0,7.9,10.5,6,47
2018-02-19,2018,2,19,1,9,15.5,3.9,91.6,12.63,2.1,1,5,270
2018-02-20,2018,2,20,0,12.4,18.7,1.5,93.5,57.53,0,3,5,557
2018-02-21,2018,2,21,0,-0.6,1.5,-2.1,72.3,3.97,0,5.7,5,865
2018-02-22,2018,2,22,0,2.4,4.8,-0.9,75,0,0,8.5,3,697
2018-02-23,2018,2,23,0,4.4,7,2.3,88.6,3.05,0,2.1,5,643
2018-02-24,2018,2,24,1,3.8,8.6,1.3,84,0.08,0,3.4,5,247
2018-02-25,2018,2,25,1,4.5,9.7,1.6,62.3,3.28,0,14.7,5,130
2018-02-26,2018,2,26,0,5.9,12.1,-0.8,58.2,0,0,14.2,1,493
2018-02-27,2018,2,27,0,10.7,16.2,5.5,51.1,0,0,11.7,2,681
2018-02-28,2018,2,28,0,9,15.4,3.2,71.6,0,0,7.4,2,365
2018-03-01,2018,3,1,0,4,6.6,1.8,78.8,14.89,0,6.7,5,403
2018-03-02,2018,3,2,0,3,7.7,-0.9,56.8,0,0,16.1,2,535
2018-03-03,2018,3,3,1,3.1,6.1,0.7,56.1,0,0,16.5,2,219
2018-03-04,2018,3,4,1,4,7.6,0.1,49.5,0,0,16.4,2,114
2018-03-05,2018,3,5,0,2.4,5,1,57.4,1.96,0,6.2,5,192
2018-03-06,2018,3,6,0,2.2,4.8,1,88.1,1.46,0,6,5,390
2018-03-07,2018,3,7,0,-1,0.9,-3,63.1,0.2,0,12.5,5,454
2018-03-08,2018,3,8,0,-1.8,1.6,-4.3,57,0,0,16.7,2,328
2018-03-09,2018,3,9,0,-0.8,3.4,-5,57,0,0,18,2,324
2018-03-10,2018,3,10,1,0.7,4.2,-3.8,55.4,0,0,17.8,2,77
2018-03-11,2018,3,11,1,1.4,3.8,-1,60.9,0,0,17.3,2,78
2018-03-12,2018,3,12,0,3,7.1,-0.8,58.3,0,0,11,2,442
2018-03-13,2018,3,13,0,-1.1,1.8,-4.1,62.9,1.32,0,10.8,5,297
2018-03-14,2018,3,14,0,1.2,8.5,-5.4,51.8,0,0,17.8,2,233
2018-03-15,2018,3,15,0,3.3,8.2,-0.3,61.5,0,0,18.7,2,326
2018-03-16,2018,3,16,0,0.3,2.4,-1.3,64.6,0,0,13.5,2,214
2018-03-17,2018,3,17,1,2.9,6.9,0.5,58.1,2.36,0,15.3,5,58
2018-03-18,2018,3,18,1,5.6,13.5,-2,48.7,0,0,18.9,2,54
2018-03-19,2018,3,19,0,4.2,7.3,2.4,59,0,0,16.9,2,277
2018-03-20,2018,3,20,0,0.4,2.1,-1.6,63,0,0,15.3,2,212
2018-03-21,2018,3,21,0,1.1,3.8,-1.1,57.9,0,0,18.5,2,250
2018-03-22,2018,3,22,0,2.1,8,-3.4,55.1,0,0,20,2,215
2018-03-23,2018,3,23,0,2.1,5.3,-0.8,58.8,0,0,20.2,2,205
2018-03-24,2018,3,24,1,2.7,4.3,1.5,55.5,0,0,6.7,2,47
2018-03-25,2018,3,25,1,1.4,4.5,-2,47.7,0,0,20.2,2,48
2018-03-26,2018,3,26,0,5.9,12,-0.2,55.3,1.96,0,14.6,5,187
2018-03-27,2018,3,27,0,9.4,11,7.3,85.2,8.44,0,4.4,5,292
2018-03-28,2018,3,28,0,7.4,11,4,72.5,0,0,14,3,248
2018-03-29,2018,3,29,0,6.6,9.6,2.6,79.1,1.84,0,6.2,5,178
2018-03-30,2018,3,30,0,4.7,8.7,1.4,61.1,0,0,19.3,2,191
2018-03-31,2018,3,31,1,6.9,14.1,2.4,63.9,1.8,0,7.6,5,41
2018-04-01,2018,4,1,1,-0.2,1.8,-3.2,46.1,0,0,12.7,2,26
2018-04-02,2018,4,2,0,1.3,6.6,-4.7,55.6,0,0,14.6,2,174
2018-04-03,2018,4,3,0,3.9,5.1,2,89.2,3.12,0,2.1,5,244
2018-04-04,2018,4,4,0,-0.3,1.6,-2.8,64.7,0.07,0,15.7,5,226
2018-04-05,2018,4,5,0,0.5,5.4,-4.3,61.5,2.07,0,16.6,5,206
2018-04-06,2018,4,6,0,1.3,3.1,-2.4,61.5,0.27,0,10.9,5,181
2018-04-07,2018,4,7,1,-1.5,3.4,-6.2,43.9,0,0,24.2,1,30
2018-04-08,2018,4,8,1,0,3.6,-4.7,49.7,0,0,19.4,2,32
2018-04-09,2018,4,9,0,1.1,3.7,-0.4,83.1,1.7,0,4.8,5,212
2018-04-10,2018,4,10,0,3.5,7.1,-1.4,58.8,0,0,16.2,2,264
2018-04-11,2018,4,11,0,9.6,18.5,3.9,56.4,0.07,0,19.5,5,260
2018-04-12,2018,4,12,0,14.1,22.9,6.7,60,1.05,0,19,5,272
2018-04-13,2018,4,13,0,6.8,10,5.2,81.6,0.61,0,4.9,5,235
2018-04-14,2018,4,14,1,3.8,4.6,2.6,92.5,12.54,0,3.5,5,43
2018-04-15,2018,4,15,1,2,3.2,-0.4,91.6,21.23,0,4,5,34
2018-04-16,2018,4,16,0,-0.4,1.2,-2.3,75.5,0.18,0,8.6,5,212
2018-04-17,2018,4,17,0,1.8,6,-1.1,58.3,0,0,21.2,2,267
2018-04-18,2018,4,18,0,1.3,2.9,-0.5,78.4,0.79,0,4.3,5,260
2018-04-19,2018,4,19,0,5.9,11.8,0.6,61.3,1.5,0,25.9,5,231
2018-04-20,2018,4,20,0,8.5,15,1.6,37.6,0,0,26.2,2,181
2018-04-21,2018,4,21,1,8.2,11.7,4.9,36,0,0,9.5,3,48
2018-04-22,2018,4,22,1,10.6,15.8,6.4,36.6,0,0,21.5,2,41
2018-04-23,2018,4,23,0,11.1,16.5,6.8,42.1,0,0,21.6,2,273
2018-04-24,2018,4,24,0,13.1,17.3,9.6,64.4,0,0,23,2,388
2018-04-25,2018,4,25,0,8.3,11.4,5.3,57.2,0,0,26.4,2,150
2018-04-26,2018,4,26,0,10.9,18.4,2.2,45.9,0,0,23.9,2,248
2018-04-27,2018,4,27,0,9.5,13.2,4.7,54.1,0.53,0,25.1,5,167
2018-04-28,2018,4,28,1,6.3,9.9,3,54.7,0,0,26.9,2,41
2018-04-29,2018,4,29,1,7.4,13.7,0.5,39.9,0,0,27.3,1,62
2018-04-30,2018,4,30,0,16.4,26.5,5.2,24.7,0,0,26.2,1,153
2018-05-01,2018,5,1,0,22.9,29.4,14.8,32.5,0,0,24.1,2,174
2018-05-02,2018,5,2,0,24,30.5,19.8,50.7,10.46,0,20.1,5,218
2018-05-03,2018,5,3,0,17.3,20.3,13.9,84.9,16.12,0,11.8,5,159
2018-05-04,2018,5,4,0,20.3,23.7,17.6,59.8,0,0,22.4,2,133
2018-05-05,2018,5,5,1,21.2,27.9,13.7,42.6,0,0,26.9,2,46
2018-05-06,2018,5,6,1,15.8,19.7,11.6,50.7,0,0,26,2,44
2018-05-07,2018,5,7,0,16.6,22.8,9.5,46.8,0,0,29.4,2,123
2018-05-08,2018,5,8,0,21.2,27.6,14,36.1,0,0,25.7,2,257
2018-05-09,2018,5,9,0,21.6,27.5,15.2,52,6.14,0,15.2,5,231
2018-05-10,2018,5,10,0,17.6,21.8,13.9,68.4,0,0,23.1,2,201
2018-05-11,2018,5,11,0,10.4,13.1,8.9,74,1.5,0,7.1,5,132
2018-05-12,2018,5,12,1,8.9,10.6,7.5,85.9,3.09,0,8.1,5,39
2018-05-13,2018,5,13,1,12.6,18.7,8.8,84.5,13.74,0,15.4,5,22
2018-05-14,2018,5,14,0,18.2,29.4,12.5,81.6,31.94,0,12.6,5,118
2018-05-15,2018,5,15,0,17,19.6,12.2,77.5,2.12,0,17.5,5,133
2018-05-16,2018,5,16,0,18.1,25.2,9.5,54,0,0,28.3,2,101
2018-05-17,2018,5,17,0,16.5,20.7,12.1,63,0,0,24.5,2,144
2018-05-18,2018,5,18,0,14.8,19.1,12,69.3,0.88,0,16.9,5,112
2018-05-19,2018,5,19,1,16.1,20.5,13.4,87.2,3.84,0,10,5,28
2018-05-20,2018,5,20,1,9.6,15.5,7.2,84.1,4.26,0,8.8,5,28
2018-05-21,2018,5,21,0,13.4,17.3,9.8,92,36.01,0,4.3,5,114
2018-05-22,2018,5,22,0,15,18.5,12.5,86.8,0.85,0,15.3,5,141
2018-05-23,2018,5,23,0,18.5,25.6,11.3,66.4,0,0,28.1,2,206
2018-05-24,2018,5,24,0,22.9,29.9,14.7,54.3,0,0,27.7,2,126
2018-05-25,2018,5,25,0,26,31.6,19.7,49.8,0.74,0,25.1,5,89
2018-05-26,2018,5,26,1,26,31.5,20.8,61.7,1.16,0,26.8,5,42
2018-05-27,2018,5,27,1,28.8,35.3,21.6,53.2,0,0,27.9,2,23
2018-05-28,2018,5,28,1,27.9,34.7,23.4,52.7,0,0,26,2,34
2018-05-29,2018,5,29,0,24.7,29.7,21.1,58.8,0,0,18.6,2,118
2018-05-30,2018,5,30,0,24.4,29.7,21.3,75.1,8.74,0,14.3,5,133
2018-05-31,2018,5,31,0,26.5,31.3,21.5,66,0,0,26.4,2,97
2018-06-01,2018,6,1,0,19.1,25.3,13.3,71.6,0,0,22.3,2,87
2018-06-02,2018,6,2,1,16.4,21.8,11.7,77.6,5.71,0,14,5,42
2018-06-03,2018,6,3,1,19.9,25.8,15.3,63.9,5.28,0,29.5,5,39
2018-06-04,2018,6,4,0,20.7,26.8,13.4,49.7,0,0,17.4,1,85
2018-06-05,2018,6,5,0,17.6,22.5,13.2,55.1,0.27,0,16.1,5,154
2018-06-06,2018,6,6,0,18.8,24.7,11,59.4,1.46,0,12.7,5,93
2018-06-07,2018,6,7,0,21.5,26.4,17.1,61.9,0,0,16.6,2,102
2018-06-08,2018,6,8,0,18.3,21.7,16,71.6,4.2,0,6.5,5,97
2018-06-09,2018,6,9,1,18.9,25.8,15.1,83.5,23.55,0,4.5,5,29
2018-06-10,2018,6,10,1,18.2,20.6,16.2,94.9,27.93,0,3.3,5,25
2018-06-11,2018,6,11,0,18.1,20.6,16.6,92.2,2.39,0,3.5,5,123
2018-06-12,2018,6,12,0,22.1,26.5,17.9,85.3,0.3,0,5.5,5,93
2018-06-13,2018,6,13,0,23.8,27.1,21.2,60.8,0,0,19.2,2,106
2018-06-14,2018,6,14,0,22.7,26.8,17.5,49.4,0,0,13.3,2,118
2018-06-15,2018,6,15,0,25.4,31.4,18.5,55.1,0,0,8.7,2,86
2018-06-16,2018,6,16,1,27.8,33.5,21,68.5,17.5,0,15.7,5,37
2018-06-17,2018,6,17,1,30.1,34.2,26,62.7,0,0,14.1,2,32
2018-06-18,2018,6,18,0,29.2,34.4,23.7,67.4,2.6,0,16.5,5,91
2018-06-19,2018,6,19,0,21.6,27.1,18.7,84,3.16,0,8.7,5,99
2018-06-20,2018,6,20,0,21,25.3,18.7,79.5,0,0,8.1,3,66
2018-06-21,2018,6,21,0,18.8,19.6,18.4,92.4,50.4,0,1,5,77
2018-06-22,2018,6,22,0,16.8,18.4,15.9,91.4,27.56,0,2.4,5,88
2018-06-23,2018,6,23,1,21.2,26.5,16.7,68.1,0,0,14.4,2,50
2018-06-24,2018,6,24,1,22.2,26.6,18.5,71.5,0,0,18.7,2,44
2018-06-25,2018,6,25,0,21.6,25.2,17.3,71.8,0,0,14,2,109
2018-06-26,2018,6,26,0,23.2,28.9,19.7,76.6,20.66,0,7,5,111
2018-06-27,2018,6,27,0,22.7,26,21,81,0.61,0,5.2,5,127
2018-06-28,2018,6,28,0,25.1,29.9,19.4,69.9,0,0,15.9,2,108
2018-06-29,2018,6,29,0,29.3,34.6,23.5,68.9,0,0,15.6,2,88
2018-06-30,2018,6,30,1,30.6,34.3,26.4,69.4,0,0,15.4,2,37
2018-07-01,2018,7,1,1,28.6,34.2,25.1,71.9,1.58,0,11.6,5,30
2018-07-02,2018,7,2,0,24.8,27.9,21.7,62,0,0,17.2,2,126
2018-07-03,2018,7,3,0,26.2,32.2,19.2,65.7,0,0,16.8,2,110
2018-07-04,2018,7,4,1,28.8,33.1,24.8,71.9,1.14,0,14.3,5,23
2018-07-05,2018,7,5,0,26.5,34.4,23.9,80.3,12.06,0,12.7,5,128
2018-07-06,2018,7,6,0,22.5,25.3,18.9,56.9,0,0,18.1,2,87
2018-07-07,2018,7,7,1,22.2,27,17,51.6,0,0,16.5,1,29
2018-07-08,2018,7,8,1,24.7,30.6,18,51.7,0,0,17.1,1,34
2018-07-09,2018,7,9,0,27,32.3,20.1,55.6,0,0,16.6,2,96
2018-07-10,2018,7,10,0,27.1,30,24,54.8,0,0,16,2,178
2018-07-11,2018,7,11,0,25.5,29.9,20.8,51.9,0,0,14.7,2,100
2018-07-12,2018,7,12,0,26.6,30.4,21.8,56.3,0,0,11.2,2,108
2018-07-13,2018,7,13,0,28.2,33.9,22.3,53.3,0,0,14.6,2,95
2018-07-14,2018,7,14,1,25,26.8,22.7,78.5,5.42,0,4,5,33
2018-07-15,2018,7,15,1,27.5,32.2,23,71.5,0,0,12.4,2,33
2018-07-16,2018,7,16,0,27.9,32.6,24.7,69.9,3.3,0,10.4,5,88
2018-07-17,2018,7,17,0,24,27,20.6,58.7,0,0,15.6,2,126
2018-07-18,2018,7,18,0,22.6,25.8,17.6,53.4,0,0,16.3,2,150
2018-07-19,2018,7,19,0,25.2,30.9,19.5,55.3,0.07,0,12.8,5,137
2018-07-20,2018,7,20,0,23.4,26.1,21.2,78.1,9.23,0,8.6,5,108
2018-07-21,2018,7,21,1,22,24.5,21,86.2,2.01,0,12,5,38
2018-07-22,2018,7,22,1,21.8,24.5,20.8,88,7.08,0,6.6,5,25
2018-07-23,2018,7,23,0,23.2,27,19.6,72.5,0,0,14.9,2,128
2018-07-24,2018,7,24,0,24.9,28.8,19.7,66.1,0,0,15.6,2,95
2018-07-25,2018,7,25,0,26.1,31,19.9,53.4,0,0,16.9,2,83
2018-07-26,2018,7,26,0,24.5,27.3,21.4,57.4,0.18,0,16.5,5,107
2018-07-27,2018,7,27,0,21.5,25.6,17.1,59.9,0,0,17.3,2,80
2018-07-28,2018,7,28,1,22,26.4,16.5,55.4,0,0,11.6,2,20
2018-07-29,2018,7,29,1,22.3,26.1,17.8,60.3,0.41,0,10.5,5,18
2018-07-30,2018,7,30,0,22.7,26.7,17.7,64.6,0,0,17.5,2,77
2018-07-31,2018,7,31,0,23,26.1,20.1,70.4,0.2,0,6.1,5,120
2018-08-01,2018,8,1,0,23.4,28.8,17.6,66.6,0.72,0,12.9,5,107
2018-08-02,2018,8,2,0,25.3,29.4,21.3,63.6,0.21,0,13.6,5,67
2018-08-03,2018,8,3,0,24.9,30.4,19.4,63.5,0,0,15.8,2,60
2018-08-04,2018,8,4,1,29.1,35.7,22.4,55.9,0,0,17.2,2,28
2018-08-05,2018,8,5,1,29.2,34.7,25.3,56.4,1.21,0,13.3,5,22
2018-08-06,2018,8,6,0,25,27.8,22.5,77.3,3.86,0,7.7,5,101
2018-08-07,2018,8,7,0,23.9,28.9,21.8,81.4,25.94,0,15.1,5,95
2018-08-08,2018,8,8,0,24.1,27.6,20.9,74.3,0.31,0,8.5,5,95
2018-08-09,2018,8,9,0,25.6,32.6,20.1,69.5,5,0,14.4,5,91
2018-08-10,2018,8,10,0,25.1,28.4,22.1,75.3,0,0,12.3,2,63
2018-08-11,2018,8,11,1,25.9,30.9,20.4,59.2,0,0,14.3,2,26
2018-08-12,2018,8,12,1,26.2,30.7,21,55.5,0,0,12.7,1,20
2018-08-13,2018,8,13,0,25.7,30.9,19.8,61.7,0,0,11.5,2,87
2018-08-14,2018,8,14,0,26.8,31.3,21.2,55.4,0,0,13.8,2,99
2018-08-15,2018,8,15,0,26.1,29.4,23.4,68.4,4.61,0,6.8,5,99
2018-08-16,2018,8,16,0,25.4,28.8,22.6,75.4,0.53,0,8,5,81
2018-08-17,2018,8,17,0,23.9,27.8,21,80.2,7.64,0,5.4,5,75
2018-08-18,2018,8,18,1,24.3,27.3,21.9,78,0,0,6.8,2,26
